Restr,Index,Valor,Se cumple
Rest_est,"(1, 1)",20.0,True
Rest_est,"(1, 2)",25.077,True
Rest_est,"(1, 3)",49.997,True
Rest_est,"(2, 1)",20.0,True
Rest_est,"(2, 2)",25.056,True
R1,"(1, 1)",0.0,True
R1,"(1, 2)",-1236.435,True
R1,"(1, 3)",-2498.791,True
R1,"(2, 1)",0.0,True
R1,"(2, 2)",-1240.516,True
R2,"(1, 1, 1, 2)",0.015,True
R2,"(1, 1, 1, 3)",0.0,True
R2,"(1, 1, 2, 1)",0.0,True
R2,"(1, 1, 2, 2)",0.015,True
R2,"(1, 2, 1, 1)",0.0,True
R2,"(1, 2, 1, 3)",0.0,True
R2,"(1, 2, 2, 1)",0.0,True
R2,"(1, 2, 2, 2)",0.035,True
R2,"(1, 3, 1, 1)",0.0,True
R2,"(1, 3, 1, 2)",0.276,True
R2,"(1, 3, 2, 1)",0.0,True
R2,"(1, 3, 2, 2)",0.21,True
R2,"(2, 1, 1, 1)",0.0,True
R2,"(2, 1, 1, 2)",0.015,True
R2,"(2, 1, 1, 3)",0.014,True
R2,"(2, 1, 2, 2)",0.0,True
R2,"(2, 2, 1, 1)",0.0,True
R2,"(2, 2, 1, 2)",0.068,True
R2,"(2, 2, 1, 3)",0.013,True
R2,"(2, 2, 2, 1)",0.0,True
R3,"(1, 1)",-0.0,True
R3,"(1, 2)",0.0,True
R3,"(1, 3)",0.0,True
R3,"(2, 1)",-0.0,True
R3,"(2, 2)",-0.0,True
R4,"(1, 1)",-19.969,True
R4,"(1, 2)",-25.417,True
R4,"(1, 3)",-49.538,True
R4,"(2, 1)",-19.971,True
R4,"(2, 2)",-25.235,True
Lg,"(1, 1, 1, 2)",0.0,True
Lg,"(1, 1, 1, 3)",0.0,True
Lg,"(1, 1, 2, 1)",-0.0,True
Lg,"(1, 1, 2, 2)",-0.0,True
Lg,"(1, 2, 1, 1)",-0.0,True
Lg,"(1, 2, 1, 3)",0.0,True
Lg,"(1, 2, 2, 1)",-0.0,True
Lg,"(1, 2, 2, 2)",-0.0,True
Lg,"(1, 3, 1, 1)",0.0,True
Lg,"(1, 3, 1, 2)",0.0,True
Lg,"(1, 3, 2, 1)",-0.0,True
Lg,"(1, 3, 2, 2)",-0.0,True
Lg,"(2, 1, 1, 1)",-0.0,True
Lg,"(2, 1, 1, 2)",-0.0,True
Lg,"(2, 1, 1, 3)",-0.0,True
Lg,"(2, 1, 2, 2)",0.0,True
Lg,"(2, 2, 1, 1)",-0.0,True
Lg,"(2, 2, 1, 2)",-0.0,True
Lg,"(2, 2, 1, 3)",-0.0,True
Lg,"(2, 2, 2, 1)",0.0,True
comp_1,"(1, 1)",0.0,True
comp_4,"(1, 1)",-0.0,True
comp_1,"(1, 2)",-0.0,True
comp_4,"(1, 2)",-0.0,True
comp_1,"(1, 3)",-0.0,True
comp_4,"(1, 3)",-0.0,True
comp_1,"(2, 1)",0.0,True
comp_4,"(2, 1)",-0.0,True
comp_1,"(2, 2)",-0.0,True
comp_4,"(2, 2)",-0.0,True
comp_2,"(1, 1, 1, 2)",0.0,True
comp_2,"(1, 1, 1, 3)",0.0,True
comp_2,"(1, 1, 2, 1)",0.0,True
comp_2,"(1, 1, 2, 2)",0.0,True
comp_2,"(1, 2, 1, 1)",0.0,True
comp_2,"(1, 2, 1, 3)",0.0,True
comp_2,"(1, 2, 2, 1)",0.0,True
comp_2,"(1, 2, 2, 2)",0.0,True
comp_2,"(1, 3, 1, 1)",0.0,True
comp_2,"(1, 3, 1, 2)",0.0,True
comp_2,"(1, 3, 2, 1)",0.0,True
comp_2,"(1, 3, 2, 2)",0.0,True
comp_2,"(2, 1, 1, 1)",0.0,True
comp_2,"(2, 1, 1, 2)",0.0,True
comp_2,"(2, 1, 1, 3)",0.0,True
comp_2,"(2, 1, 2, 2)",0.0,True
comp_2,"(2, 2, 1, 1)",0.0,True
comp_2,"(2, 2, 1, 2)",0.0,True
comp_2,"(2, 2, 1, 3)",0.0,True
comp_2,"(2, 2, 2, 1)",0.0,True
mu,"(1, 1)",0.0,True
mu,"(1, 1)",0.0,True
mu,"(1, 2)",0.0,True
mu,"(1, 2)",0.0,True
mu,"(1, 3)",0.0,True
mu,"(1, 3)",0.0,True
mu,"(2, 1)",0.0,True
mu,"(2, 1)",0.0,True
mu,"(2, 2)",0.0,True
mu,"(2, 2)",0.0,True
mu_2,"(1, 1, 1, 2)",0.0,True
mu_2,"(1, 1, 1, 3)",0.0,True
mu_2,"(1, 1, 2, 1)",0.0,True
mu_2,"(1, 1, 2, 2)",0.0,True
mu_2,"(1, 2, 1, 1)",0.0,True
mu_2,"(1, 2, 1, 3)",0.0,True
mu_2,"(1, 2, 2, 1)",0.0,True
mu_2,"(1, 2, 2, 2)",0.0,True
mu_2,"(1, 3, 1, 1)",1.0,True
mu_2,"(1, 3, 1, 2)",0.0,True
mu_2,"(1, 3, 2, 1)",0.0,True
mu_2,"(1, 3, 2, 2)",0.0,True
mu_2,"(2, 1, 1, 1)",0.0,True
mu_2,"(2, 1, 1, 2)",0.0,True
mu_2,"(2, 1, 1, 3)",0.0,True
mu_2,"(2, 1, 2, 2)",0.0,True
mu_2,"(2, 2, 1, 1)",0.0,True
mu_2,"(2, 2, 1, 2)",0.0,True
mu_2,"(2, 2, 1, 3)",0.0,True
mu_2,"(2, 2, 2, 1)",0.0,True
