Restr,Index,Valor,Se cumple
Rest_est,"(1, 1)",20.0,True
Rest_est,"(1, 2)",27.51,True
Rest_est,"(1, 3)",54.02,True
Rest_est,"(1, 4)",37.477,True
Rest_est,"(1, 5)",3.556,True
Rest_est,"(2, 1)",20.0,True
Rest_est,"(2, 2)",27.945,True
Rest_est,"(2, 3)",12.929,True
Rest_est,"(2, 4)",36.514,True
Rest_est,"(2, 5)",3.177,True
Rest_est,"(3, 1)",20.0,True
Rest_est,"(3, 2)",43.217,True
Rest_est,"(3, 3)",44.926,True
Rest_est,"(3, 4)",37.559,True
Rest_est,"(3, 5)",107.634,True
R1,"(1, 1)",0.0,True
R1,"(1, 2)",-1161.925,True
R1,"(1, 3)",-2267.241,True
R1,"(1, 4)",-1914.516,True
R1,"(1, 5)",-1873.19,True
R1,"(2, 1)",0.0,True
R1,"(2, 2)",-1143.464,True
R1,"(2, 3)",-0.001,True
R1,"(2, 4)",-2747.02,True
R1,"(2, 5)",-1384.312,True
R1,"(3, 1)",0.0,True
R1,"(3, 2)",-913.836,True
R1,"(3, 3)",-389.949,True
R1,"(3, 4)",-0.024,True
R1,"(3, 5)",-9524.199,True
R2,"(1, 1, 1, 2)",0.0,True
R2,"(1, 1, 1, 3)",0.0,True
R2,"(1, 1, 1, 4)",0.0,True
R2,"(1, 1, 1, 5)",0.0,True
R2,"(1, 1, 2, 1)",0.0,True
R2,"(1, 1, 2, 2)",0.007,True
R2,"(1, 1, 2, 3)",0.054,True
R2,"(1, 1, 2, 4)",0.027,True
R2,"(1, 1, 2, 5)",0.033,True
R2,"(1, 1, 3, 1)",0.0,True
R2,"(1, 1, 3, 2)",0.002,True
R2,"(1, 1, 3, 3)",0.046,True
R2,"(1, 1, 3, 4)",0.025,True
R2,"(1, 1, 3, 5)",0.058,True
R2,"(1, 2, 1, 1)",0.0,True
R2,"(1, 2, 1, 3)",0.0,True
R2,"(1, 2, 1, 4)",0.0,True
R2,"(1, 2, 1, 5)",0.015,True
R2,"(1, 2, 2, 1)",0.0,True
R2,"(1, 2, 2, 2)",0.036,True
R2,"(1, 2, 2, 3)",0.103,True
R2,"(1, 2, 2, 4)",0.028,True
R2,"(1, 2, 2, 5)",0.04,True
R2,"(1, 2, 3, 1)",0.0,True
R2,"(1, 2, 3, 2)",0.005,True
R2,"(1, 2, 3, 3)",0.077,True
R2,"(1, 2, 3, 4)",0.038,True
R2,"(1, 2, 3, 5)",0.059,True
R2,"(1, 3, 1, 1)",0.0,True
R2,"(1, 3, 1, 2)",0.0,True
R2,"(1, 3, 1, 4)",0.0,True
R2,"(1, 3, 1, 5)",0.0,True
R2,"(1, 3, 2, 1)",0.0,True
R2,"(1, 3, 2, 2)",0.098,True
R2,"(1, 3, 2, 3)",0.361,True
R2,"(1, 3, 2, 4)",0.058,True
R2,"(1, 3, 2, 5)",0.1,True
R2,"(1, 3, 3, 1)",0.0,True
R2,"(1, 3, 3, 2)",0.002,True
R2,"(1, 3, 3, 3)",0.086,True
R2,"(1, 3, 3, 4)",0.102,True
R2,"(1, 3, 3, 5)",0.065,True
R2,"(1, 4, 1, 1)",0.0,True
R2,"(1, 4, 1, 2)",0.0,True
R2,"(1, 4, 1, 3)",0.0,True
R2,"(1, 4, 1, 5)",0.0,True
R2,"(1, 4, 2, 1)",0.0,True
R2,"(1, 4, 2, 2)",0.0,True
R2,"(1, 4, 2, 3)",0.0,True
R2,"(1, 4, 2, 4)",0.016,True
R2,"(1, 4, 2, 5)",0.0,True
R2,"(1, 4, 3, 1)",0.0,True
R2,"(1, 4, 3, 2)",0.0,True
R2,"(1, 4, 3, 3)",0.0,True
R2,"(1, 4, 3, 4)",0.002,True
R2,"(1, 4, 3, 5)",0.0,True
R2,"(1, 5, 1, 1)",0.0,True
R2,"(1, 5, 1, 2)",0.0,True
R2,"(1, 5, 1, 3)",0.0,True
R2,"(1, 5, 1, 4)",0.0,True
R2,"(1, 5, 2, 1)",0.0,True
R2,"(1, 5, 2, 2)",0.324,True
R2,"(1, 5, 2, 3)",0.719,True
R2,"(1, 5, 2, 4)",1.194,True
R2,"(1, 5, 2, 5)",0.312,True
R2,"(1, 5, 3, 1)",0.0,True
R2,"(1, 5, 3, 2)",0.212,True
R2,"(1, 5, 3, 3)",0.549,True
R2,"(1, 5, 3, 4)",1.14,True
R2,"(1, 5, 3, 5)",0.866,True
R2,"(2, 1, 1, 1)",0.0,True
R2,"(2, 1, 1, 2)",0.008,True
R2,"(2, 1, 1, 3)",0.023,True
R2,"(2, 1, 1, 4)",0.041,True
R2,"(2, 1, 1, 5)",0.003,True
R2,"(2, 1, 2, 2)",0.0,True
R2,"(2, 1, 2, 3)",0.0,True
R2,"(2, 1, 2, 4)",0.0,True
R2,"(2, 1, 2, 5)",0.0,True
R2,"(2, 1, 3, 1)",0.0,True
R2,"(2, 1, 3, 2)",0.002,True
R2,"(2, 1, 3, 3)",0.046,True
R2,"(2, 1, 3, 4)",0.026,True
R2,"(2, 1, 3, 5)",0.07,True
R2,"(2, 2, 1, 1)",0.0,True
R2,"(2, 2, 1, 2)",0.036,True
R2,"(2, 2, 1, 3)",0.042,True
R2,"(2, 2, 1, 4)",0.038,True
R2,"(2, 2, 1, 5)",0.019,True
R2,"(2, 2, 2, 1)",0.0,True
R2,"(2, 2, 2, 3)",0.0,True
R2,"(2, 2, 2, 4)",0.0,True
R2,"(2, 2, 2, 5)",0.0,True
R2,"(2, 2, 3, 1)",0.0,True
R2,"(2, 2, 3, 2)",0.005,True
R2,"(2, 2, 3, 3)",0.077,True
R2,"(2, 2, 3, 4)",0.038,True
R2,"(2, 2, 3, 5)",0.058,True
R2,"(2, 3, 1, 1)",0.0,True
R2,"(2, 3, 1, 2)",0.0,True
R2,"(2, 3, 1, 3)",0.0,True
R2,"(2, 3, 1, 4)",0.027,True
R2,"(2, 3, 1, 5)",0.0,True
R2,"(2, 3, 2, 1)",0.0,True
R2,"(2, 3, 2, 2)",0.0,True
R2,"(2, 3, 2, 4)",0.0,True
R2,"(2, 3, 2, 5)",0.0,True
R2,"(2, 3, 3, 1)",0.0,True
R2,"(2, 3, 3, 2)",0.0,True
R2,"(2, 3, 3, 3)",0.0,True
R2,"(2, 3, 3, 4)",0.009,True
R2,"(2, 3, 3, 5)",0.001,True
R2,"(2, 4, 1, 1)",0.0,True
R2,"(2, 4, 1, 2)",0.0,True
R2,"(2, 4, 1, 3)",0.0,True
R2,"(2, 4, 1, 4)",0.021,True
R2,"(2, 4, 1, 5)",0.0,True
R2,"(2, 4, 2, 1)",0.0,True
R2,"(2, 4, 2, 2)",0.0,True
R2,"(2, 4, 2, 3)",0.0,True
R2,"(2, 4, 2, 5)",0.0,True
R2,"(2, 4, 3, 1)",0.0,True
R2,"(2, 4, 3, 2)",0.0,True
R2,"(2, 4, 3, 3)",0.0,True
R2,"(2, 4, 3, 4)",0.002,True
R2,"(2, 4, 3, 5)",0.0,True
R2,"(2, 5, 1, 1)",0.0,True
R2,"(2, 5, 1, 2)",0.215,True
R2,"(2, 5, 1, 3)",0.451,True
R2,"(2, 5, 1, 4)",1.128,True
R2,"(2, 5, 1, 5)",0.0,True
R2,"(2, 5, 2, 1)",0.0,True
R2,"(2, 5, 2, 2)",0.0,True
R2,"(2, 5, 2, 3)",0.507,True
R2,"(2, 5, 2, 4)",0.0,True
R2,"(2, 5, 3, 1)",0.0,True
R2,"(2, 5, 3, 2)",0.001,True
R2,"(2, 5, 3, 3)",0.293,True
R2,"(2, 5, 3, 4)",1.059,True
R2,"(2, 5, 3, 5)",0.705,True
R2,"(3, 1, 1, 1)",0.0,True
R2,"(3, 1, 1, 2)",0.008,True
R2,"(3, 1, 1, 3)",0.023,True
R2,"(3, 1, 1, 4)",0.03,True
R2,"(3, 1, 1, 5)",0.003,True
R2,"(3, 1, 2, 1)",0.0,True
R2,"(3, 1, 2, 2)",0.007,True
R2,"(3, 1, 2, 3)",0.052,True
R2,"(3, 1, 2, 4)",0.024,True
R2,"(3, 1, 2, 5)",0.009,True
R2,"(3, 1, 3, 2)",0.0,True
R2,"(3, 1, 3, 3)",0.0,True
R2,"(3, 1, 3, 4)",0.0,True
R2,"(3, 1, 3, 5)",0.0,True
R2,"(3, 2, 1, 1)",0.0,True
R2,"(3, 2, 1, 2)",0.078,True
R2,"(3, 2, 1, 3)",0.075,True
R2,"(3, 2, 1, 4)",0.074,True
R2,"(3, 2, 1, 5)",0.078,True
R2,"(3, 2, 2, 1)",0.0,True
R2,"(3, 2, 2, 2)",0.084,True
R2,"(3, 2, 2, 3)",0.16,True
R2,"(3, 2, 2, 4)",0.052,True
R2,"(3, 2, 2, 5)",0.092,True
R2,"(3, 2, 3, 1)",0.0,True
R2,"(3, 2, 3, 3)",0.0,True
R2,"(3, 2, 3, 4)",0.0,True
R2,"(3, 2, 3, 5)",0.0,True
R2,"(3, 3, 1, 1)",0.0,True
R2,"(3, 3, 1, 2)",0.05,True
R2,"(3, 3, 1, 3)",0.015,True
R2,"(3, 3, 1, 4)",0.09,True
R2,"(3, 3, 1, 5)",0.018,True
R2,"(3, 3, 2, 1)",0.0,True
R2,"(3, 3, 2, 2)",0.037,True
R2,"(3, 3, 2, 3)",0.272,True
R2,"(3, 3, 2, 4)",0.04,True
R2,"(3, 3, 2, 5)",0.062,True
R2,"(3, 3, 3, 1)",0.0,True
R2,"(3, 3, 3, 2)",0.0,True
R2,"(3, 3, 3, 4)",0.0,True
R2,"(3, 3, 3, 5)",0.0,True
R2,"(3, 4, 1, 1)",0.0,True
R2,"(3, 4, 1, 2)",0.0,True
R2,"(3, 4, 1, 3)",0.0,True
R2,"(3, 4, 1, 4)",0.021,True
R2,"(3, 4, 1, 5)",0.0,True
R2,"(3, 4, 2, 1)",0.0,True
R2,"(3, 4, 2, 2)",0.0,True
R2,"(3, 4, 2, 3)",0.0,True
R2,"(3, 4, 2, 4)",0.016,True
R2,"(3, 4, 2, 5)",0.0,True
R2,"(3, 4, 3, 1)",0.0,True
R2,"(3, 4, 3, 2)",0.0,True
R2,"(3, 4, 3, 3)",0.0,True
R2,"(3, 4, 3, 5)",0.0,True
R2,"(3, 5, 1, 1)",0.0,True
R2,"(3, 5, 1, 2)",0.03,True
R2,"(3, 5, 1, 3)",0.005,True
R2,"(3, 5, 1, 4)",0.06,True
R2,"(3, 5, 1, 5)",1.625,True
R2,"(3, 5, 2, 1)",0.0,True
R2,"(3, 5, 2, 2)",0.014,True
R2,"(3, 5, 2, 3)",0.467,True
R2,"(3, 5, 2, 4)",0.964,True
R2,"(3, 5, 2, 5)",0.534,True
R2,"(3, 5, 3, 1)",0.0,True
R2,"(3, 5, 3, 2)",0.0,True
R2,"(3, 5, 3, 3)",0.0,True
R2,"(3, 5, 3, 4)",0.0,True
R3,"(1, 1)",0.0,True
R3,"(1, 2)",0.0,True
R3,"(1, 3)",0.0,True
R3,"(1, 4)",0.0,True
R3,"(1, 5)",0.0,True
R3,"(2, 1)",0.0,True
R3,"(2, 2)",0.0,True
R3,"(2, 3)",-0.0,True
R3,"(2, 4)",-0.0,True
R3,"(2, 5)",-0.0,True
R3,"(3, 1)",0.0,True
R3,"(3, 2)",0.0,True
R3,"(3, 3)",0.0,True
R3,"(3, 4)",0.0,True
R3,"(3, 5)",0.0,True
R4,"(1, 1)",-19.748,True
R4,"(1, 2)",-27.536,True
R4,"(1, 3)",-53.784,True
R4,"(1, 4)",-38.988,True
R4,"(1, 5)",-0.0,True
R4,"(2, 1)",-19.782,True
R4,"(2, 2)",-28.238,True
R4,"(2, 3)",-15.587,True
R4,"(2, 4)",-38.909,True
R4,"(2, 5)",-0.0,True
R4,"(3, 1)",-19.843,True
R4,"(3, 2)",-42.755,True
R4,"(3, 3)",-45.516,True
R4,"(3, 4)",-39.963,True
R4,"(3, 5)",-105.817,True
Lg,"(1, 1, 1, 2)",0.0,True
Lg,"(1, 1, 1, 3)",0.0,True
Lg,"(1, 1, 1, 4)",0.0,True
Lg,"(1, 1, 1, 5)",-0.0,True
Lg,"(1, 1, 2, 1)",-0.0,True
Lg,"(1, 1, 2, 2)",-0.0,True
Lg,"(1, 1, 2, 3)",-0.0,True
Lg,"(1, 1, 2, 4)",-0.0,True
Lg,"(1, 1, 2, 5)",-0.0,True
Lg,"(1, 1, 3, 1)",-0.0,True
Lg,"(1, 1, 3, 2)",-0.0,True
Lg,"(1, 1, 3, 3)",-0.0,True
Lg,"(1, 1, 3, 4)",-0.0,True
Lg,"(1, 1, 3, 5)",-0.0,True
Lg,"(1, 2, 1, 1)",0.0,True
Lg,"(1, 2, 1, 3)",0.0,True
Lg,"(1, 2, 1, 4)",-0.0,True
Lg,"(1, 2, 1, 5)",-0.0,True
Lg,"(1, 2, 2, 1)",-0.0,True
Lg,"(1, 2, 2, 2)",-0.0,True
Lg,"(1, 2, 2, 3)",-0.0,True
Lg,"(1, 2, 2, 4)",-0.0,True
Lg,"(1, 2, 2, 5)",-0.0,True
Lg,"(1, 2, 3, 1)",-0.0,True
Lg,"(1, 2, 3, 2)",-0.0,True
Lg,"(1, 2, 3, 3)",-0.0,True
Lg,"(1, 2, 3, 4)",-0.0,True
Lg,"(1, 2, 3, 5)",-0.0,True
Lg,"(1, 3, 1, 1)",0.0,True
Lg,"(1, 3, 1, 2)",0.0,True
Lg,"(1, 3, 1, 4)",0.0,True
Lg,"(1, 3, 1, 5)",-0.0,True
Lg,"(1, 3, 2, 1)",-0.0,True
Lg,"(1, 3, 2, 2)",-0.0,True
Lg,"(1, 3, 2, 3)",-0.0,True
Lg,"(1, 3, 2, 4)",-0.0,True
Lg,"(1, 3, 2, 5)",-0.0,True
Lg,"(1, 3, 3, 1)",-0.0,True
Lg,"(1, 3, 3, 2)",-0.0,True
Lg,"(1, 3, 3, 3)",-0.0,True
Lg,"(1, 3, 3, 4)",-0.0,True
Lg,"(1, 3, 3, 5)",-0.0,True
Lg,"(1, 4, 1, 1)",0.0,True
Lg,"(1, 4, 1, 2)",0.0,True
Lg,"(1, 4, 1, 3)",0.0,True
Lg,"(1, 4, 1, 5)",0.0,True
Lg,"(1, 4, 2, 1)",-0.0,True
Lg,"(1, 4, 2, 2)",-0.0,True
Lg,"(1, 4, 2, 3)",-0.0,True
Lg,"(1, 4, 2, 4)",-0.0,True
Lg,"(1, 4, 2, 5)",-0.0,True
Lg,"(1, 4, 3, 1)",-0.0,True
Lg,"(1, 4, 3, 2)",-0.0,True
Lg,"(1, 4, 3, 3)",-0.0,True
Lg,"(1, 4, 3, 4)",-0.0,True
Lg,"(1, 4, 3, 5)",-0.0,True
Lg,"(1, 5, 1, 1)",0.0,True
Lg,"(1, 5, 1, 2)",0.0,True
Lg,"(1, 5, 1, 3)",0.0,True
Lg,"(1, 5, 1, 4)",0.0,True
Lg,"(1, 5, 2, 1)",-0.0,True
Lg,"(1, 5, 2, 2)",-0.0,True
Lg,"(1, 5, 2, 3)",-0.0,True
Lg,"(1, 5, 2, 4)",0.0,True
Lg,"(1, 5, 2, 5)",-0.0,True
Lg,"(1, 5, 3, 1)",-0.0,True
Lg,"(1, 5, 3, 2)",-0.0,True
Lg,"(1, 5, 3, 3)",-0.0,True
Lg,"(1, 5, 3, 4)",0.0,True
Lg,"(1, 5, 3, 5)",-0.0,True
Lg,"(2, 1, 1, 1)",-0.0,True
Lg,"(2, 1, 1, 2)",-0.0,True
Lg,"(2, 1, 1, 3)",-0.0,True
Lg,"(2, 1, 1, 4)",-0.0,True
Lg,"(2, 1, 1, 5)",-0.0,True
